feature,feature_idx,m_i,s_used,context,prompt,condition,c,sample,baseline_p,a_i_max,active,passed_floor,p_concept,gen_success_frac,gen_success_any,perplexity
f4191,4191,41.781253814697266,5.0,elicit,She seasoned the soup with a pinch of salt and ground black,baseline,,0,0.9919693470001221,94.63882446289062,True,True,0.13770461082458496,0.03125,1,5.0032806396484375
f4191,4191,41.781253814697266,5.0,elicit,She seasoned the soup with a pinch of salt and ground black,baseline,,1,0.9919693470001221,94.63882446289062,True,True,0.13770461082458496,0.03125,1,6.1921491622924805
f4191,4191,41.781253814697266,5.0,elicit,She seasoned the soup with a pinch of salt and ground black,baseline,,2,0.9919693470001221,94.63882446289062,True,True,0.13770461082458496,0.03125,1,9.209028244018555
f4191,4191,41.781253814697266,5.0,elicit,She seasoned the soup with a pinch of salt and ground black,baseline,,3,0.9919693470001221,94.63882446289062,True,True,0.13770461082458496,0.0625,1,3.4519474506378174
f4191,4191,41.781253814697266,5.0,elicit,She seasoned the soup with a pinch of salt and ground black,baseline,,4,0.9919693470001221,94.63882446289062,True,True,0.13770461082458496,0.03125,1,7.476088047027588
f4191,4191,41.781253814697266,5.0,elicit,She seasoned the soup with a pinch of salt and ground black,baseline,,5,0.9919693470001221,94.63882446289062,True,True,0.13770461082458496,0.0625,1,6.901658535003662
f4191,4191,41.781253814697266,5.0,elicit,She seasoned the soup with a pinch of salt and ground black,baseline,,6,0.9919693470001221,94.63882446289062,True,True,0.13770461082458496,0.03125,1,3.231973171234131
f4191,4191,41.781253814697266,5.0,elicit,She seasoned the soup with a pinch of salt and ground black,baseline,,7,0.9919693470001221,94.63882446289062,True,True,0.13770461082458496,0.03125,1,7.721493244171143
f4191,4191,41.781253814697266,5.0,elicit,She seasoned the soup with a pinch of salt and ground black,baseline,,8,0.9919693470001221,94.63882446289062,True,True,0.13770461082458496,0.03125,1,5.686566352844238
f4191,4191,41.781253814697266,5.0,elicit,She seasoned the soup with a pinch of salt and ground black,baseline,,9,0.9919693470001221,94.63882446289062,True,True,0.13770461082458496,0.09375,1,4.542880535125732
f4191,4191,41.781253814697266,5.0,elicit,She seasoned the soup with a pinch of salt and ground black,amplify,,0,0.9919693470001221,94.63882446289062,True,True,0.13446220755577087,0.78125,1,5.921557426452637
f4191,4191,41.781253814697266,5.0,elicit,She seasoned the soup with a pinch of salt and ground black,amplify,,1,0.9919693470001221,94.63882446289062,True,True,0.13446220755577087,0.65625,1,10.45907974243164
f4191,4191,41.781253814697266,5.0,elicit,She seasoned the soup with a pinch of salt and ground black,amplify,,2,0.9919693470001221,94.63882446289062,True,True,0.13446220755577087,0.125,1,6.711258888244629
f4191,4191,41.781253814697266,5.0,elicit,She seasoned the soup with a pinch of salt and ground black,amplify,,3,0.9919693470001221,94.63882446289062,True,True,0.13446220755577087,0.28125,1,30.194793701171875
f4191,4191,41.781253814697266,5.0,elicit,She seasoned the soup with a pinch of salt and ground black,amplify,,4,0.9919693470001221,94.63882446289062,True,True,0.13446220755577087,0.8125,1,5.45451021194458
f4191,4191,41.781253814697266,5.0,elicit,She seasoned the soup with a pinch of salt and ground black,amplify,,5,0.9919693470001221,94.63882446289062,True,True,0.13446220755577087,0.25,1,34.70553207397461
f4191,4191,41.781253814697266,5.0,elicit,She seasoned the soup with a pinch of salt and ground black,amplify,,6,0.9919693470001221,94.63882446289062,True,True,0.13446220755577087,0.875,1,2.783628225326538
f4191,4191,41.781253814697266,5.0,elicit,She seasoned the soup with a pinch of salt and ground black,amplify,,7,0.9919693470001221,94.63882446289062,True,True,0.13446220755577087,0.625,1,6.023698806762695
f4191,4191,41.781253814697266,5.0,elicit,She seasoned the soup with a pinch of salt and ground black,amplify,,8,0.9919693470001221,94.63882446289062,True,True,0.13446220755577087,0.59375,1,9.625359535217285
f4191,4191,41.781253814697266,5.0,elicit,She seasoned the soup with a pinch of salt and ground black,amplify,,9,0.9919693470001221,94.63882446289062,True,True,0.13446220755577087,0.25,1,36.3354377746582
f4191,4191,41.781253814697266,5.0,elicit,She seasoned the soup with a pinch of salt and ground black,ablate(c=0),0.0,0,0.9919693470001221,94.63882446289062,True,True,0.134719580411911,0.03125,1,5.0032806396484375
f4191,4191,41.781253814697266,5.0,elicit,She seasoned the soup with a pinch of salt and ground black,ablate(c=0),0.0,1,0.9919693470001221,94.63882446289062,True,True,0.134719580411911,0.03125,1,6.1921491622924805
f4191,4191,41.781253814697266,5.0,elicit,She seasoned the soup with a pinch of salt and ground black,ablate(c=0),0.0,2,0.9919693470001221,94.63882446289062,True,True,0.134719580411911,0.03125,1,9.209028244018555
f4191,4191,41.781253814697266,5.0,elicit,She seasoned the soup with a pinch of salt and ground black,ablate(c=0),0.0,3,0.9919693470001221,94.63882446289062,True,True,0.134719580411911,0.0625,1,3.1691479682922363
f4191,4191,41.781253814697266,5.0,elicit,She seasoned the soup with a pinch of salt and ground black,ablate(c=0),0.0,4,0.9919693470001221,94.63882446289062,True,True,0.134719580411911,0.03125,1,7.476088047027588
f4191,4191,41.781253814697266,5.0,elicit,She seasoned the soup with a pinch of salt and ground black,ablate(c=0),0.0,5,0.9919693470001221,94.63882446289062,True,True,0.134719580411911,0.03125,1,6.9415283203125
f4191,4191,41.781253814697266,5.0,elicit,She seasoned the soup with a pinch of salt and ground black,ablate(c=0),0.0,6,0.9919693470001221,94.63882446289062,True,True,0.134719580411911,0.03125,1,3.231973171234131
f4191,4191,41.781253814697266,5.0,elicit,She seasoned the soup with a pinch of salt and ground black,ablate(c=0),0.0,7,0.9919693470001221,94.63882446289062,True,True,0.134719580411911,0.03125,1,7.721493244171143
f4191,4191,41.781253814697266,5.0,elicit,She seasoned the soup with a pinch of salt and ground black,ablate(c=0),0.0,8,0.9919693470001221,94.63882446289062,True,True,0.134719580411911,0.03125,1,5.686566352844238
f4191,4191,41.781253814697266,5.0,elicit,She seasoned the soup with a pinch of salt and ground black,ablate(c=0),0.0,9,0.9919693470001221,94.63882446289062,True,True,0.134719580411911,0.09375,1,4.8057756423950195
f4191,4191,41.781253814697266,5.0,elicit,She seasoned the soup with a pinch of salt and ground black,neg(c=0.25),0.25,0,0.9919693470001221,94.63882446289062,True,True,0.13251736760139465,0.03125,1,5.0032806396484375
f4191,4191,41.781253814697266,5.0,elicit,She seasoned the soup with a pinch of salt and ground black,neg(c=0.25),0.25,1,0.9919693470001221,94.63882446289062,True,True,0.13251736760139465,0.03125,1,6.1921491622924805
f4191,4191,41.781253814697266,5.0,elicit,She seasoned the soup with a pinch of salt and ground black,neg(c=0.25),0.25,2,0.9919693470001221,94.63882446289062,True,True,0.13251736760139465,0.03125,1,9.209028244018555
f4191,4191,41.781253814697266,5.0,elicit,She seasoned the soup with a pinch of salt and ground black,neg(c=0.25),0.25,3,0.9919693470001221,94.63882446289062,True,True,0.13251736760139465,0.0625,1,3.1691479682922363
f4191,4191,41.781253814697266,5.0,elicit,She seasoned the soup with a pinch of salt and ground black,neg(c=0.25),0.25,4,0.9919693470001221,94.63882446289062,True,True,0.13251736760139465,0.03125,1,7.476088047027588
f4191,4191,41.781253814697266,5.0,elicit,She seasoned the soup with a pinch of salt and ground black,neg(c=0.25),0.25,5,0.9919693470001221,94.63882446289062,True,True,0.13251736760139465,0.03125,1,6.9415283203125
f4191,4191,41.781253814697266,5.0,elicit,She seasoned the soup with a pinch of salt and ground black,neg(c=0.25),0.25,6,0.9919693470001221,94.63882446289062,True,True,0.13251736760139465,0.03125,1,6.229248523712158
